emotion,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13
raiva,-712.1884766,71.85684967,1.396543384,20.1886158,20.6617775,2.702623844,-2.96169281,-3.578312159,-5.220208645,2.186485291,1.006112099,-3.075960636,2.549350977
raiva,-518.1154785,67.98113251,-9.445530891,10.80284309,-2.082520962,-9.911333084,-10.2502718,-20.98469734,-7.00643301,-2.392776489,-3.761931181,-4.395107269,3.59919405
raiva,-543.444458,47.82123566,6.870026588,9.118285179,2.113809109,0.231163025,1.836665869,-0.338353366,-4.398000717,-2.036900282,2.439256907,-1.50545454,-1.444356799
raiva,-582.6856079,51.93782806,-2.519622803,9.602829933,-2.115645647,-3.02793479,1.923284173,-6.297568798,-6.271193981,-1.139377952,-4.072307587,-1.431113839,-4.180890083
raiva,-619.9331055,56.17186356,-3.714881897,11.99621296,4.171369553,-2.185940027,-2.093761206,-3.707736969,-9.226067543,-1.891377449,-1.649716616,-4.108230591,6.137751102
raiva,-599.6231079,30.09698677,-6.866102219,4.296651363,-11.94418621,-6.622542858,-6.091554642,-9.249602318,-3.298639536,-7.150997639,-6.407581806,-5.876030445,-4.222874165
raiva,-537.4675903,55.69109344,-5.490934372,12.1521883,8.636639595,-4.979621887,3.419362068,1.173380256,-5.473831177,1.558416367,-0.456699431,0.943516612,-1.1226753
raiva,-516.3607178,39.63816833,-3.954483271,8.232256889,-6.101250172,-7.178851604,-5.892060757,-9.803114891,-7.196021557,2.015460253,-7.043431282,-2.503002882,-0.74394393
raiva,-641.7648926,54.49306107,7.072675705,15.59612751,14.79438114,6.824032784,6.812164783,1.334062815,1.802095294,4.620854378,1.41829288,2.933358669,6.208746433
raiva,-544.12146,46.69984818,-21.97733307,-0.245758757,-9.125067711,-10.91675377,-4.484226227,-14.39176083,-14.66927147,-0.438215584,-4.418217659,-6.025873661,-3.952476263
raiva,-527.4074707,47.98630142,-5.806478977,12.85931206,-0.092045136,-1.007463455,-2.671861887,-4.159374237,-9.203556061,-3.963415623,4.694653988,-5.433742046,-0.082507931
raiva,-718.8173828,35.30568695,-2.139512777,4.488277435,-4.357751369,-3.581420183,-5.334897995,-11.13323593,-5.956142426,-7.668054104,-2.854255438,-3.802170992,-6.889690876
raiva,-440.334137,47.68767929,-16.02345085,13.28810787,6.345530033,-12.8082037,-2.738462687,-7.263589859,-18.63633728,-0.045704335,-2.091918468,-9.347503662,-2.480984926
raiva,-583.9064331,42.21782684,-3.078051805,3.336996555,-1.316271663,-7.402388096,-8.949333191,-8.416864395,-10.62334824,-2.164746523,-2.145388842,-9.656664848,-0.011362028
raiva,-550.9380493,40.10831833,-10.376297,1.737377286,-0.372660965,-5.942418575,-4.667178154,-4.977079391,-11.824296,-5.841912746,-2.512261152,-6.377038479,-3.9932127
raiva,-503.4228821,33.38726425,-18.30671692,0.449743658,-14.74836159,-11.70093727,-5.442840099,-12.04373837,-7.943591595,-1.210325599,-9.756537437,1.814566255,-4.929035187
raiva,-526.2785034,40.10062408,-5.40628624,8.086061478,-3.384434223,-3.65637064,-7.031596184,-8.578679085,-13.11132813,-6.569745064,-4.498285294,-6.661968708,-3.472775459
raiva,-532.0913086,42.35812759,-16.97123337,7.453699112,-8.148302078,-4.63737011,-5.435112953,-10.4166708,-2.70422411,-0.808057666,-2.205372095,-1.935787797,-4.137693882
raiva,-508.9718933,56.83462906,-9.604198456,13.84397221,3.939589739,-3.581837416,-7.659626961,-12.34373379,-6.425112724,-7.641143322,-8.225974083,-4.226520538,-3.674127102
raiva,-538.2665405,28.84699821,-12.09806824,2.430066109,-11.56641102,-7.382820129,-4.111086369,-13.69285393,-6.650278568,-3.651648998,-3.50209713,-6.025145531,-4.433502674
raiva,-548.7485962,53.61568832,-3.363962412,14.48669243,7.047397614,-9.573701859,-3.581779957,0.484421134,-3.1737957,-2.167703629,2.028064013,-0.655702174,-0.914562225
raiva,-613.1517334,53.81896591,-9.018339157,14.97330475,-1.446722269,-9.699908257,-7.290906429,-9.39953804,-5.912834644,2.214119911,-3.755365372,-1.44451201,-4.135679245
raiva,-428.1568298,39.47778702,-10.19382954,10.71849728,4.505498886,-13.66307163,-1.592431664,-6.125701904,-4.641618729,1.759012461,-2.430828571,-2.56069541,3.254270792
raiva,-539.9125366,46.29904556,-0.255205214,12.37250996,-6.671394348,-3.348406553,7.26141119,-4.71810627,-3.349743128,-4.319611073,-0.947849751,-2.24096179,-0.922997713
raiva,-674.9628906,68.09887695,0.980260253,18.68075943,20.18164635,5.337695599,-2.039062262,-4.205720901,-2.818906069,3.002151012,-0.215183258,-1.370389462,3.66114974
raiva,-468.5465088,59.23374176,-19.68104744,6.647697449,-5.056706905,-9.605193138,-6.27333498,-16.64664268,-6.904354572,-2.114809513,-3.882655621,-6.262873173,-1.441287279
raiva,-579.6884155,49.95609283,13.53664589,12.08067894,2.612190247,4.302407265,0.729283512,1.04006505,-5.281677723,-1.76418829,3.137345314,-2.336815357,0.784477115
raiva,-577.7915039,55.93935013,-6.190391541,13.12868786,0.571519792,-4.699978828,0.246955693,-6.947627544,-7.836354256,-1.47640419,-2.73836422,-1.384698033,-4.577570915
raiva,-573.4693604,49.46183777,-5.369772434,8.394791603,0.890317023,-2.491404295,-3.708263159,-4.484525204,-9.296203613,-1.494800687,-1.551249743,-4.906698227,4.089006901
raiva,-580.6341553,32.45691681,-7.898405552,3.971230268,-11.55673027,-8.767047882,-3.59438324,-9.672637939,-4.453901291,-3.903011322,-2.189164162,-3.995121479,-2.838001728
raiva,-510.9303894,50.60923004,-8.11690712,6.483099937,3.940834284,-7.882689476,2.530987501,-0.448605865,-5.355153561,1.581993937,-3.39650321,0.400027603,0.145156503
raiva,-484.2247925,37.30125427,-4.630346298,4.902926445,-6.044147968,-8.455348015,-4.194774151,-8.831252098,-11.48097801,1.759329915,-7.805762291,-5.069661617,0.159355298
raiva,-594.4891357,65.46620941,4.326872826,15.87979698,11.38866711,5.076507568,7.690475464,-1.90263772,0.552189946,7.159060478,-1.340960026,1.446439028,5.230455399
raiva,-558.3125,50.41042709,-15.66646862,1.975255966,-10.30776787,-5.298704624,1.462374568,-15.55585384,-14.33132839,-1.754425883,-3.914252281,-4.633807659,-5.118107319
raiva,-555.477417,56.74326324,-3.779661655,16.59749794,5.283413887,2.729071379,-3.629276991,-2.840453863,-8.249213219,-0.717040896,6.021835804,-6.601493835,1.646679163
raiva,-577.7323608,27.20239639,-10.66337585,-4.069108009,-9.579174042,-7.151253223,-5.53856039,-12.17625713,-8.965185165,-6.562627316,-5.35811758,-4.135693073,-8.408840179
raiva,-448.5653076,49.1955719,-14.88162708,12.76318932,7.836966515,-12.23169041,-0.872701108,-5.489601612,-17.85223961,-0.118681394,-1.902967453,-9.247882843,-2.9045434
raiva,-615.4105835,46.959198,-0.928511143,3.71627593,-0.275607556,-7.207349777,-7.878285408,-5.347710609,-10.99514961,-1.485239387,-2.414243221,-7.621164799,-0.434861034
raiva,-535.9466553,40.15825272,-10.04641533,3.363456726,-0.183236778,-6.009482861,-6.340035915,-4.629945755,-11.62832737,-6.248601437,-1.990889549,-6.862580299,-4.241314888
raiva,-509.6132507,29.7793026,-17.59851265,-0.193979964,-11.72577286,-10.99587822,-7.608780384,-8.695170403,-8.918420792,-1.570794225,-7.555243969,0.288634896,-3.093508959
raiva,-570.9829102,45.41505432,-1.562790632,11.88034344,-0.438581049,-1.78902173,-5.260240078,-6.614147663,-13.44508743,-4.125199318,-3.681512594,-4.405501366,-1.002249837
raiva,-573.2967529,45.84103775,-9.815437317,4.286421299,-8.331691742,-3.489433765,-5.228768826,-11.02423668,-5.628939152,-1.996800542,-5.772926331,-2.41422677,-7.066335201
raiva,-525.7730713,59.91976166,-10.03240681,13.19343853,2.325227022,-3.652268648,-11.94493103,-15.47984314,-7.177889347,-6.706892967,-6.742732525,-3.705078125,-1.448348403
raiva,-558.1367798,28.35515022,-11.21207237,-0.305663109,-10.30331421,-10.18258095,-7.743775368,-16.6366806,-9.197368622,-6.413819313,-4.887726307,-7.786608219,-8.337310791
raiva,-617.4165039,75.5353241,6.91888237,9.337249756,8.847602844,-7.298742294,-0.068878345,-6.846484661,-6.012774467,1.35075748,2.391312838,0.727179468,3.09614563
raiva,-578.7338867,40.61901093,-20.75413895,3.051640511,-8.271965027,-19.11657333,-9.644247055,-15.11992931,-8.276415825,0.903361201,-7.934710503,-3.860108137,-6.731193066
raiva,-588.7124023,56.84023285,5.946856499,16.41035843,7.306867599,-4.181265831,-1.991860151,-9.588318825,-5.645372868,0.276949883,-4.411616802,-2.348938704,5.057838917
raiva,-600.3098145,46.62005234,8.670779228,11.18493557,-0.255065382,-0.071189828,7.770076752,-6.232245445,-3.707411766,-3.277330875,-1.49701643,-1.748410344,-0.722597003
raiva,-585.8361816,58.27131271,-8.782108307,12.95403481,17.98695946,-1.524634242,-1.343494534,-6.402169228,-11.69598293,0.626704097,0.781369209,-4.749986172,1.632302642
raiva,-501.053894,60.41349792,-8.943058968,3.07042551,-1.342433453,-4.655033588,-10.38444901,-16.75162697,-5.925301075,-1.031528592,-7.274517536,-0.129508242,0.123212308
raiva,-534.899353,45.18496323,4.673623562,6.792459965,-1.977703691,1.689180732,-0.204678372,-2.566668272,-6.064373016,-5.580704689,2.321018934,-3.592400789,-0.990650117
raiva,-624.881958,48.00165939,3.585273266,5.141719341,3.484396696,-4.711954117,-4.278293133,-12.47404194,-6.937225342,-2.75898695,-9.204906464,-1.688351989,-9.161547661
raiva,-574.5772095,49.8170166,-4.611650467,10.48831367,4.197639465,-1.559329152,-4.732988358,-4.149632931,-14.77875233,-1.477513433,-2.230083227,-6.254799843,4.418374538
raiva,-556.4598389,27.28175735,-10.7333374,6.015857697,-14.79763889,-11.52942085,-6.248711586,-14.93822193,-6.037044525,-7.151118279,-3.963051319,-5.181992531,-6.244474411
raiva,-550.4290161,60.76752853,-6.090866566,11.49711227,13.07132721,-5.267502785,4.272369862,1.301527023,-3.51800108,0.429704666,-1.60080111,1.838201165,1.204177499
raiva,-542.260498,33.78298187,-3.803622723,3.091985703,-9.681707382,-6.023737907,-8.644805908,-11.42456532,-11.6150198,-1.289250255,-7.245758533,-5.946873188,-3.14782095
raiva,-568.7947998,56.2759552,-2.864124775,16.21063232,10.3412056,-0.20120357,9.284495354,-5.183988094,-5.939371586,5.02711916,-2.776834488,-0.060476158,7.169596195
raiva,-544.069397,38.23803329,-10.40360546,-1.436719179,-7.756021023,-9.0048666,-4.120344639,-13.21969318,-14.91784859,-3.892210722,-5.250089645,-5.372694969,-5.911455154
raiva,-588.5233765,45.45077133,7.311467171,14.14473629,1.115483284,1.937449217,-4.525714397,-6.233552456,-6.037746429,0.625452101,1.184415221,-6.365095615,2.728982449
raiva,-637.980957,29.06795311,-14.88540459,5.460536957,-9.839303017,-8.342686653,-11.44234467,-15.24010849,-7.31731081,-4.161224365,-3.883259296,-2.546664715,-6.536670208
raiva,-412.9235535,43.38224792,-10.77409458,10.61818027,3.89514327,-11.95571518,-2.456062317,-6.190099716,-17.14165688,-3.027291059,-3.088627577,-10.72319031,-3.147005558
raiva,-575.1513672,41.9539566,-8.880159378,0.441299617,-3.554450274,-6.830271244,-10.26739502,-8.972639084,-12.7164402,-1.329899073,-3.140053749,-9.319418907,-0.23345764
raiva,-550.0765991,40.31159973,-8.256922722,1.815348864,1.653818011,-6.255771637,-4.469389915,-5.262414932,-9.867412567,-5.686351299,-3.708592653,-6.21677351,-4.16889143
raiva,-528.6268921,32.57751083,-15.36554337,3.464111805,-10.24110031,-9.941857338,-6.819236279,-12.8404274,-8.873046875,-2.4077847,-6.165825844,1.638208151,-3.241726875
raiva,-530.8292847,44.26737595,-2.864132166,8.589871407,0.01504346,-3.485091448,-4.352319717,-6.577349186,-15.15032196,-4.991027355,-2.581337214,-5.787800789,0.282959223
raiva,-562.3684692,41.37458801,-15.70415211,3.782430887,-11.2449789,-6.927744865,-5.256913185,-12.74982452,-5.892328262,-2.650214672,-5.279857159,-2.454540491,-8.410737038
raiva,-484.6107788,58.15807343,-10.6843729,6.499303818,0.955552459,-4.407825947,-14.16077423,-13.47480011,-8.972409248,-8.471829414,-6.402417183,-4.492767334,-3.196228027
raiva,-572.890625,34.44173813,-12.10658264,2.024974108,-11.63510799,-7.982820511,-8.429833412,-15.81523514,-8.441459656,-3.904726505,-3.777707577,-7.958979607,-4.949235439
raiva,-580.8227539,68.28170013,-0.234443799,13.09045029,4.14632225,-9.643878937,0.544405222,-6.699572086,-5.598042965,-1.494265079,0.687367678,1.536996007,-3.622216225
raiva,-541.3497925,32.22589493,-14.75287724,2.226886988,-6.732496262,-14.90128326,-8.139104843,-9.951649666,-9.554411888,0.898076415,-6.519435406,-3.888507128,-4.99863863
raiva,-508.8383179,48.36145401,-1.220239162,13.2282629,0.6911695,-10.20787621,-4.536857605,-10.6284008,-4.033492088,-0.902938426,-4.746567726,-0.327246487,0.737225592
raiva,-587.0948486,45.58844376,8.846893311,11.51124668,-0.851394176,-2.678215027,6.747727394,-6.369321346,-5.092101574,-3.703084469,-3.214909792,-3.534084558,-2.285279989
raiva,-639.2445679,64.33489227,-2.149295092,16.70506287,20.11579132,0.526685357,-1.420055389,-5.720772743,-7.832226753,1.959295154,-1.386781931,-5.657181263,2.588408947
raiva,-505.6722717,64.34391022,-13.25536537,9.259449005,-3.51199913,-5.256467819,-9.266663551,-20.2380085,-0.628611505,-3.147397757,-5.692750454,-0.820903242,-2.178499937
raiva,-532.9163208,48.79761887,8.267564774,8.323698997,-1.385758638,2.971285343,-1.869068742,-3.348511457,-5.728835583,-6.556404114,2.756031752,-4.884578228,-1.108588219
raiva,-608.3222046,42.47333145,-4.184790134,4.253869534,-0.237612799,-7.537456036,-4.817733288,-14.51414108,-7.347828865,-2.318671942,-8.709981918,-2.100842237,-8.516631126
raiva,-561.1100464,46.19065857,-6.893410206,8.227349281,0.881929994,-3.123628139,-6.27536869,-7.091011047,-13.95055866,-3.169377327,-3.049563169,-7.335205078,2.476992369
raiva,-552.0463257,28.8717556,-13.22411537,-0.650155783,-15.33336067,-11.92671585,-7.540221691,-15.30057621,-7.560256481,-6.239942551,-5.99190712,-7.600222588,-4.622512341
raiva,-506.4213562,43.26668549,-7.806351185,7.005818844,4.163039684,-7.10303688,0.999054074,-0.391762763,-7.949213982,3.225093842,-4.440956116,0.11978668,0.583989322
raiva,-497.7164917,35.11073685,-4.037500381,8.74147892,-5.494797707,-8.112447739,-7.909968376,-11.85870266,-10.67544365,0.514396369,-8.358421326,-5.986036301,-0.446229279
raiva,-616.1061401,57.96692276,5.354634762,18.12503433,13.29716873,5.637138367,8.387171745,-6.558272362,-2.407175541,5.867910385,-3.252360582,-0.062251922,7.169671535
raiva,-572.6638184,44.86326981,-14.52215767,-3.27972579,-8.638645172,-10.15165234,-3.3986485,-12.76883793,-14.37984371,-5.014270782,-4.272387981,-6.676659107,-6.073455811
raiva,-539.5722656,53.83745193,8.05661869,17.69725418,1.695822954,-0.392423451,-0.879299521,-2.243307829,-10.37937832,-2.065263271,2.268488646,-7.352510452,0.056687195
raiva,-522.8034668,31.81080055,-22.78808975,-4.722714901,-12.351964,-15.02138042,-12.53961658,-17.15190506,-10.30857754,-6.206176758,-5.25549078,-6.46237278,-10.52688122
raiva,-446.5096436,48.57397842,-12.88548946,13.01861191,6.387366295,-12.24232292,-2.105268002,-7.416417599,-19.1658268,-0.229822502,-2.677896738,-11.92875576,-2.65895462
raiva,-545.8356934,41.53367996,-7.300657749,0.502653956,-3.988864183,-8.616606712,-9.156188011,-10.60696602,-15.65287971,-3.537772417,-4.180202961,-12.16462135,-2.251720667
raiva,-551.2705078,37.61825943,-9.374415398,2.107903004,-1.989678025,-7.151638508,-8.127362251,-3.857812643,-12.29893303,-7.685092449,-2.653303385,-8.165835381,-6.374461651
raiva,-494.4995728,34.32537842,-18.35614014,-2.85669446,-10.40772438,-16.31432343,-9.830278397,-13.87559319,-11.35642624,-0.642493546,-7.224807739,0.59116596,-5.701363087
raiva,-349.0836792,29.86889267,-20.02160835,0.824805498,-11.3876791,-4.335249424,-12.86240959,-13.47521114,-13.61798477,-8.42302227,-5.636474133,-4.970493317,-7.107896328
raiva,-443.4294434,29.98175812,-23.44050407,3.022488356,-14.73119926,-7.968209743,-2.670978308,-13.84313202,-2.45671463,-4.553095818,-3.811007023,-3.190986156,-7.046149731
raiva,-335.9202576,41.7215538,-17.88140488,9.845035553,-11.20135975,-2.875999689,-5.547161102,-15.99607849,-4.744017124,-7.304642677,-6.899954796,-2.070659399,-4.988758087
raiva,-414.1331482,17.07873917,-18.99774551,0.131650954,-15.07684135,-5.848515034,-2.722153425,-16.15158081,-3.662456751,-7.548865795,-3.017820835,-4.900576115,-2.016418695
raiva,-384.0643005,34.25642395,-17.81384277,1.644555449,-1.403463244,-10.59947491,-11.90697479,-2.365627527,-9.861036301,-5.022519112,0.305862904,-3.841416597,-3.687164068
raiva,-351.4875488,23.2822876,-43.67876053,-9.904855728,-13.16666985,-19.74665642,-8.774983406,-12.82452774,-8.449241638,4.692500591,-1.187110662,10.38751125,10.24567318
raiva,-430.6190796,43.36704636,-4.66062355,14.15689468,9.494503975,-10.04919624,-4.943350792,-1.113035798,-5.437209129,4.275728226,-0.477919757,1.762009025,5.740278244
raiva,-471.0010376,46.07040787,-14.33033371,3.553263187,-12.78102589,-7.592483044,7.563656807,-9.318291664,-6.320537567,-2.723461151,-1.62593472,-1.652699351,-2.655707836
raiva,-361.3976135,48.58411026,-17.52199554,4.207380295,3.491001129,-9.708622932,-7.42861557,-3.291481256,-5.628344536,-0.281878948,0.715756178,-0.467562407,0.172583237
raiva,-354.0573425,39.83147812,-20.93471336,4.398483753,-9.215745926,-12.85912228,-7.300039291,-14.33728886,-7.213743687,-4.137094975,-8.112433434,-5.700717449,-3.774374723
raiva,-447.6212158,35.30395508,1.054112554,6.700185776,-3.609905481,-3.458275795,-1.43986845,0.456728905,-5.117935181,-6.048284054,0.665848374,-1.347319484,-2.430563927
raiva,-447.1418152,43.33409119,-8.309649467,0.983198106,-2.00991559,-6.95303154,1.882912993,-3.921514988,-6.621151447,0.893849254,-4.494497299,-0.077142499,-3.278952122
raiva,-363.3937988,18.77488136,-12.65173817,-1.4403404,-9.627058983,-5.069323063,-10.31212139,-4.874518394,-8.812354088,-3.942503452,-0.588242352,-5.487950325,-2.965102434
raiva,-378.7202759,31.01205826,-31.11698532,-3.165887833,-21.43423843,-16.22034264,-4.224244118,-14.63097763,-6.640711784,-4.787991524,-6.309672356,2.347476006,-3.49031806
raiva,-478.5267639,38.46311569,-13.90980053,5.737061501,-1.528586626,-6.342875957,-0.751538455,-2.122379065,-8.101246834,-0.694750845,-4.827446938,-3.156961679,-1.572591305
raiva,-440.9078064,33.38316345,-8.692477226,4.528369427,-10.45530128,-11.29850197,-4.232059002,-10.75542641,-9.554721832,1.807022929,-9.219635963,-3.287563562,-0.883638442
raiva,-446.6617432,44.11983871,-12.62879753,11.27243328,6.658623695,-2.329617262,2.868332624,-1.333643198,-7.811166286,2.744347572,-4.45060873,-3.452563524,3.922783136
raiva,-394.6983032,3.003666401,-31.25363731,-4.582312107,-15.2811451,-9.647146225,-6.33889389,-4.702489853,-11.49935341,-5.435596466,-5.784520149,-7.145487785,1.73708725
raiva,-405.7788086,30.75046539,-20.09866142,7.26050806,-7.36323452,-10.16458988,-6.574836254,-2.53928256,-11.70713902,-4.125695229,1.893397689,-9.832380295,1.383793831
raiva,-427.5935669,32.06393051,-11.78036499,11.5895462,-13.9654007,-9.615098953,-6.6471138,-15.02416134,-6.474320889,-7.271000862,-5.890027046,-2.269418478,-5.980469227
raiva,-351.9404297,43.04205322,-19.9954586,8.640410423,5.344912052,-14.75581074,-6.172811508,-3.397355556,-15.8224411,0.271292925,-1.451311111,-8.93152523,-2.562917471
raiva,-477.4954224,31.65236092,-15.72345448,-0.05754336,-4.583506107,-13.99073315,-9.751677513,-10.93825912,-12.7744503,-1.416773915,-7.131607056,-8.41463089,-3.288810015
raiva,-422.7538147,28.81259727,-15.77117538,-0.75712806,-6.49539423,-7.148751259,-7.453114986,-4.163331032,-9.180768013,-8.22482872,-3.368298769,-3.546340227,-5.426280499
raiva,-423.4080811,25.31669617,-17.94451714,1.350925803,-19.22149086,-13.42245865,-4.736512661,-12.14057827,-8.731765747,-3.320723295,-11.28422832,3.562117338,-8.182067871
raiva,-368.3480225,22.30299568,-18.73082352,3.212490082,-10.23888493,-5.397993088,-12.25056553,-7.984236717,-16.87649155,-9.074471474,-4.798122406,-8.329524994,-4.87845993
raiva,-467.9046326,33.2083168,-24.26250267,2.993978977,-14.98686314,-7.19801569,0.199806482,-12.79163933,-4.086005688,-4.743420124,-3.655576229,-1.997008085,-8.259774208
raiva,-326.9844971,40.23698425,-12.97054863,9.198215485,-4.684686661,-3.715131283,-7.138160229,-15.06513691,-5.889698505,-5.447224617,-6.773653507,-4.202813625,-4.371053696
raiva,-433.9729614,18.50037003,-16.82896996,-0.207786515,-15.57371902,-7.006857872,-5.193698406,-16.72263527,-5.26556921,-4.792328358,-3.687483549,-2.624820471,-1.405501485
raiva,-415.5647888,38.48697662,-9.673044205,5.355225086,-0.787486315,-9.335597038,-9.31708622,-3.547311068,-6.957915783,-5.274767399,0.8247419,-3.536348343,-2.748658419
raiva,-364.6645813,21.62510681,-41.65955353,-7.072665215,-12.07426453,-18.58011246,-9.203849792,-10.31462383,-8.039837837,1.834635258,-1.525287032,9.233310699,9.738049507
raiva,-363.4225159,33.200634,-12.12565517,11.89139938,5.642279148,-14.98698425,-4.220944405,0.355625093,-6.551801682,2.905436754,-2.405846596,-1.088654995,2.665019035
raiva,-378.9273376,28.56554413,-19.60375977,5.293264389,-11.75331593,-9.839315414,5.232432842,-6.434093952,-5.067862511,-3.408747673,-3.957410574,-3.484578371,-5.258450985
raiva,-372.04776,50.74377441,-19.75757217,3.054044485,2.244271755,-10.23151302,-6.568209648,-6.502866745,-6.770994663,-1.625316024,0.383558273,-0.202983275,-2.04682827
raiva,-371.620636,43.29595947,-24.85664177,-3.555483818,-12.6703434,-12.1359272,-7.685781956,-11.72977829,-14.02813053,-5.064686298,-7.534478188,-8.662996292,-7.626477718
raiva,-378.8087158,31.03922462,-6.478682995,4.120341301,-10.91263485,-4.274019241,-4.618602753,-1.123245716,-7.996134758,-7.838121891,-0.018623006,-2.766608238,-2.810551882
raiva,-372.6760559,33.79634857,-19.06940651,-7.435900211,-5.464307785,-9.21749115,-0.117511868,-5.029571056,-7.630671501,-0.612779617,-6.392049313,-2.083068371,-4.74202776
raiva,-420.4945984,37.32459259,-4.718460083,6.770924568,-0.236541256,-7.091412544,-6.51537466,-0.188413367,-8.053970337,-0.566565573,-0.251738578,-5.619007111,0.444076538
raiva,-403.8283997,25.60164261,-30.8761158,-4.449039936,-22.53082657,-17.14095688,-4.360424519,-16.32180786,-4.056192875,-2.997588396,-4.22695303,5.134004116,-2.919932127
raiva,-449.2556152,44.87273026,-10.50303268,4.327962399,0.450367242,-9.869686127,1.562601209,-2.04766798,-8.703349113,-0.105613373,-4.688169479,-0.417763084,-2.481065512
raiva,-425.3664246,28.14197731,-18.40875244,2.342421293,-10.6131134,-12.77065468,-4.541978359,-13.79855537,-12.1343565,3.646711111,-8.831521988,-4.770382881,-1.562328458
raiva,-388.0985413,40.81118393,-15.64946556,9.209649086,3.660056114,-7.201892376,1.41316402,-4.551252842,-10.4160099,4.40344286,-3.667292118,-3.956195831,4.324659348
raiva,-376.6627808,-5.350824833,-32.47779846,-7.01460886,-16.74639893,-4.082447529,-6.712602139,-4.652858257,-9.49242115,-6.490082264,-5.731395721,-0.865578473,9.709589958
raiva,-347.855011,33.44112015,-35.79857254,1.027584672,-17.7292347,-12.26942825,-7.832693577,-3.218796492,-12.78545666,-4.541448593,5.625281811,-10.89354324,-0.319696426
raiva,-361.0889893,20.35724449,-26.54266357,-8.855534554,-20.56360626,-18.64094734,-8.611227989,-13.85403156,-7.004300117,-2.890435696,-3.3327775,0.242532298,-7.191349506
raiva,-376.3426514,44.32732391,-25.80323601,8.432765007,5.484148026,-10.95943451,-8.376332283,-6.758352757,-16.79011536,0.695383489,-1.698436975,-10.53503895,-1.813185334
raiva,-490.0445557,36.14059448,-15.64640617,-1.31956327,-4.882942677,-11.0427618,-9.956330299,-8.457945824,-15.04728699,-2.368896008,-5.276059151,-10.15747356,-3.483255386
raiva,-442.8406067,28.98200798,-17.22245216,-2.236039877,-5.367417336,-8.364562988,-6.042026997,-5.655059814,-9.115151405,-6.777092934,-4.557920933,-4.58135891,-4.450674057
raiva,-462.506958,27.33779716,-20.46127129,0.469302237,-15.59347725,-13.29020214,-5.677393436,-11.06194687,-9.797986984,-0.593583107,-11.9218483,3.278993845,-4.956736565
raiva,-401.7017212,29.97330475,-15.74398518,4.878528595,-6.717307091,-3.917072773,-11.36485004,-9.566884041,-16.95792961,-6.610146999,-4.112580299,-8.695933342,-3.183545351
raiva,-422.5900574,25.62752342,-30.71118546,-4.462034702,-18.37143135,-12.68288803,-4.151894093,-18.28989983,-7.312851429,-7.309090614,-8.170983315,-4.627642632,-11.35912228
raiva,-349.2945251,46.76301956,-13.23084354,6.279957294,-9.562721252,-3.98012948,-5.71872282,-15.9295702,-8.441671371,-5.839236259,-5.920582294,-2.769619703,-5.566513538
raiva,-399.0657043,11.3525238,-17.7530098,0.094035909,-13.35973358,-11.50584126,-7.017651558,-19.16047096,-3.764654636,-4.943781376,-3.165878773,-7.660788059,-5.317584515
raiva,-350.0218811,30.03120613,-10.44489574,-3.115022421,0.19722423,-9.96383667,-14.11378002,-2.318559885,-10.91978645,-7.299809456,4.090268612,-1.410147905,-4.507716179
raiva,-370.0635071,20.48599052,-34.41966248,-11.53644562,-12.79720974,-21.49601746,-6.087820053,-12.9615097,-10.37999535,1.702961087,-9.984505653,-1.227264404,1.643794894
raiva,-351.6328735,21.15024567,-21.42398453,2.445607662,-0.374870956,-17.1822319,-5.720127106,-9.98571682,-13.25928211,2.193395615,-5.640820503,-4.10484314,-0.094995774
raiva,-491.6878357,30.0200634,-4.591958046,2.378462076,-8.495286942,-6.713244915,5.894890308,-11.74456024,-4.040739059,-5.056624413,-2.948790312,-2.469196558,-2.805811405
raiva,-348.8422546,44.64510345,-16.03646278,1.062789679,-0.513275683,-11.05370235,-10.63224316,-5.589426994,-3.883897781,-4.884100437,0.832253695,0.197753742,-0.316729754
raiva,-393.2919617,37.42763901,-14.80353832,-2.003926992,-10.82553196,-11.66842365,-8.092074394,-12.38858891,-13.54040432,-5.169627666,-7.449745178,-7.137652874,-6.389458179
raiva,-367.8560791,39.10108948,-0.640143394,7.781474113,-7.014297962,-7.768322945,0.342187941,0.022183878,-6.202716351,-7.164773464,0.976976454,-2.961937666,-1.894678831
raiva,-469.15625,43.2984581,-7.516973495,0.233587876,-0.690449119,-7.986097336,0.577935755,-8.719796181,-9.133943558,-0.390050739,-7.812252998,0.29161182,-4.806031227
raiva,-398.1322937,24.56038284,-13.35635471,-3.215707302,-9.887880325,-3.750895023,-11.6753273,-5.711853027,-11.10149479,-4.67038393,0.33512342,-4.090344429,-0.961562991
raiva,-381.456604,19.8006897,-31.94659233,-10.99723244,-21.85564995,-16.22130585,-3.925158739,-18.56459999,-3.79005599,-2.994182348,-0.925155103,4.964131832,-2.404642105
raiva,-495.9719849,47.27222824,-5.858519077,11.44611454,10.90843105,-2.859059572,-2.249161243,-0.939403474,-4.466645241,-0.00803236,0.939874172,1.99018693,1.443885446
raiva,-435.6827393,22.03266335,-14.91726208,2.253757954,-8.417856216,-13.3341589,-1.191866994,-15.19333363,-12.14230728,4.188897133,-10.58612919,-4.80098629,-4.369441509
